,CensusTract,TotalPop,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,restaurants,bar,park,subway_station,FELONY,MISDEMEANOR,VIOLATION,target
208,36005030000,5801.0,51806.0,10669.0,31134.0,3534.0,11.099999999999996,2.0,34.60000000000001,20.7,27.899999999999995,8.700000000000001,8.099999999999998,4.0,38.7,2973.0,73.39999999999998,21.300000000000004,5.299999999999999,0.0,5.700000000000002,120.0,12.0,5.0,6.0,9,26,8,43
209,36005030100,1308.0,76771.0,20774.0,43653.0,11349.0,12.3,0.0,67.9,4.6,22.4,0.0,5.1,4.0,42.1,455.0,80.9,10.3,8.8,0.0,3.4,60.0,0.0,18.0,0.0,2,2,1,5
210,36005030200,9607.0,51536.0,6264.0,29648.0,4248.0,7.900000000000001,9.900000000000002,41.10000000000001,22.699999999999992,26.800000000000008,6.5,2.8000000000000003,1.3000000000000005,45.8,4397.0,70.20000000000002,26.399999999999995,3.399999999999999,0.0,12.0,180.0,6.0,27.0,0.0,14,29,9,52
211,36005030701,5248.0,80846.0,5933.0,55327.0,7451.0,7.799999999999999,10.2,64.3,4.2,26.0,4.3,1.1,8.5,42.8,2518.0,82.0,11.7,6.0,0.4,4.4,120.0,6.0,22.0,0.0,4,5,0,9
212,36005030900,3896.0,87238.0,18206.0,48640.0,7419.0,3.1000000000000005,1.2,79.2,2.8999999999999995,15.699999999999998,0.7,1.5,10.3,45.89999999999999,1301.0,78.60000000000002,10.0,10.5,0.9000000000000001,5.5,606.0,0.0,65.0,0.0,5,9,2,16
213,36005031000,4869.0,80724.0,14256.0,28097.0,4294.0,11.0,23.6,42.0,16.599999999999998,22.300000000000004,11.0,8.1,3.3999999999999995,33.800000000000004,1833.0,76.10000000000002,21.7,2.2,0.0,7.1000000000000005,200.0,6.0,10.0,0.0,4,15,3,22
214,36005031200,2015.0,62275.0,13663.0,31987.0,5069.0,4.0,0.0,41.6,23.800000000000004,20.6,6.4,7.6,2.8999999999999995,34.5,952.0,67.60000000000001,29.6,2.7,0.0,10.4,40.0,0.0,2.0,0.0,4,7,3,14
215,36005031400,2300.0,83393.0,11769.0,35539.0,5551.0,5.7,4.5,40.9,25.5,21.1,6.9,5.5,1.3,39.7,1124.0,82.4,14.1,3.6,0.0,7.7,80.0,0.0,4.0,0.0,0,4,4,8
216,36005031600,1956.0,70759.0,8262.0,31252.0,3655.0,15.099999999999998,21.0,38.5,20.1,24.1,7.6,9.7,1.0,36.7,921.0,82.0,16.2,1.8000000000000005,0.0,8.299999999999999,60.0,0.0,4.0,0.0,3,6,2,11
217,36005031800,2252.0,55739.0,9929.0,20745.0,3449.0,12.7,19.8,25.5,19.5,32.2,10.900000000000002,11.900000000000002,4.2,49.10000000000001,847.0,82.10000000000002,12.0,5.9,0.0,13.8,60.0,3.0,6.0,2.0,5,10,0,15
218,36005032300,4595.0,87483.0,10229.0,52496.0,6813.0,3.5,1.0,64.89999999999999,7.1,19.0,0.0,9.0,5.1000000000000005,44.2,2394.0,81.39999999999998,15.0,3.6000000000000005,0.0,11.599999999999998,160.0,8.0,12.0,0.0,14,17,8,39
219,36005032400,2954.0,27946.0,6160.0,17816.0,4233.0,33.10000000000001,52.899999999999984,19.4,31.0,32.60000000000001,5.299999999999999,11.8,1.0,45.8,1285.0,71.79999999999998,24.5,3.7000000000000006,0.0,9.400000000000002,60.0,4.0,8.0,2.0,7,21,8,36
220,36005032600,3576.0,56429.0,13031.0,23382.0,4196.0,6.5,1.8000000000000005,42.3,12.599999999999998,21.9,8.599999999999998,14.599999999999998,1.1999999999999995,39.8,1369.0,85.5,12.3,2.2,0.0,10.7,60.0,3.0,6.0,2.0,5,15,4,24
221,36005032800,4260.0,30089.0,6710.0,15091.0,2654.0,31.7,38.7,23.4,36.60000000000001,22.0,8.400000000000002,9.599999999999998,1.3000000000000005,36.10000000000001,1567.0,75.0,18.4,6.5,0.0,15.400000000000002,60.0,9.0,7.0,1.0,8,14,6,28
222,36005033000,5697.0,37811.0,3593.0,16270.0,2320.0,25.899999999999995,40.3,13.0,34.60000000000001,27.300000000000008,4.700000000000001,20.4,1.3000000000000005,46.899999999999984,2686.0,88.79999999999997,9.2,2.0,0.0,9.3,60.0,7.0,4.0,3.0,14,48,8,70
223,36005033201,4125.0,43038.0,6209.0,23101.0,2612.0,22.300000000000008,40.39999999999999,31.800000000000008,34.39999999999999,22.4,4.1000000000000005,7.4,3.7,44.399999999999984,1898.0,80.70000000000002,14.900000000000004,4.4,0.0,14.8,20.0,1.0,3.0,1.0,6,10,3,19
224,36005033202,4207.0,40638.0,10547.0,17377.0,2089.0,23.1,26.699999999999992,35.89999999999999,19.2,25.0,5.5,14.400000000000004,0.29999999999999993,42.10000000000001,1463.0,76.60000000000002,21.300000000000004,2.1000000000000005,0.0,17.300000000000004,40.0,4.0,9.0,2.0,12,21,4,37
225,36005033400,1441.0,45739.0,7790.0,23160.0,4204.0,19.2,17.199999999999992,36.3,29.300000000000008,20.0,4.299999999999998,10.2,0.0,39.899999999999984,656.0,81.10000000000002,11.400000000000004,7.5,0.0,11.099999999999996,940.0,31.0,355.0,17.0,32,62,18,112
226,36005033500,2207.0,86983.0,14999.0,50934.0,10674.0,6.5,0.0,58.0,15.099999999999998,21.6,3.3000000000000003,2.0,7.899999999999999,39.2,886.0,79.10000000000002,14.7,5.4,0.7999999999999999,8.4,200.0,22.0,24.0,2.0,6,9,1,16
227,36005033600,6613.0,26071.0,11570.0,23114.0,4557.0,31.600000000000005,39.89999999999999,31.800000000000008,27.899999999999995,28.199999999999992,5.0,7.099999999999999,0.5999999999999999,39.39999999999999,2751.0,87.0,12.8,0.2,0.0,13.0,60.0,7.0,10.0,4.0,17,42,16,75
228,36005033700,2277.0,83917.0,12710.0,42938.0,5555.0,5.799999999999999,3.0,46.5,15.0,24.4,9.0,5.1000000000000005,6.0,43.0,1007.0,73.39999999999998,23.2,3.3999999999999995,0.0,8.0,140.0,14.0,7.0,0.0,3,11,0,14
229,36005033800,4247.0,37043.0,5282.0,16996.0,2407.0,33.39999999999999,59.70000000000001,34.5,29.600000000000005,17.400000000000002,8.799999999999997,9.7,2.8000000000000003,47.0,1646.0,82.60000000000002,10.400000000000002,6.900000000000001,0.0,18.4,60.0,8.0,7.0,4.0,14,22,10,46
230,36005034000,4582.0,34290.0,8995.0,17652.0,2609.0,31.399999999999995,39.8,18.800000000000004,27.899999999999995,33.800000000000004,8.900000000000002,10.599999999999998,2.7,43.0,1950.0,79.79999999999998,14.599999999999996,5.5,0.0,16.699999999999996,60.0,8.0,3.0,2.0,18,26,5,49
231,36005034200,2128.0,43304.0,10429.0,18132.0,2284.0,17.5,22.4,32.0,34.0,19.6,7.1,7.299999999999998,0.0,44.899999999999984,876.0,84.89999999999998,11.099999999999996,4.0,0.0,17.5,60.0,4.0,3.0,0.0,5,13,4,22
232,36005034300,1755.0,71780.0,3693.0,28456.0,5650.0,11.8,13.599999999999998,41.5,18.300000000000004,26.800000000000004,2.2,11.2,3.9,43.2,714.0,79.60000000000002,13.2,7.299999999999999,0.0,8.299999999999999,20.0,3.0,0.0,0.0,4,12,4,20
233,36005034400,2324.0,67813.0,17958.0,20082.0,3207.0,14.6,14.1,21.4,29.5,24.0,13.9,11.2,1.3,45.8,1086.0,84.1,12.2,3.8,0.0,13.0,60.0,3.0,5.0,0.0,3,2,0,5
234,36005034500,3461.0,61938.0,23178.0,36135.0,9007.0,15.3,21.3,42.6,27.800000000000004,19.6,5.5,4.5,6.6000000000000005,42.4,1567.0,80.89999999999998,12.0,7.1000000000000005,0.0,6.9,120.0,14.0,9.0,0.0,12,5,1,18
235,36005034800,7306.0,36156.0,2335.0,17146.0,2326.0,21.800000000000008,31.100000000000005,29.199999999999992,35.89999999999999,21.800000000000008,3.100000000000001,10.0,4.799999999999998,52.5,3014.0,75.10000000000002,20.0,3.399999999999999,1.5,17.699999999999996,80.0,8.0,6.0,0.0,14,49,9,72
236,36005035000,1781.0,52344.0,13729.0,22265.0,3672.0,15.400000000000002,22.7,24.5,34.800000000000004,20.4,6.700000000000001,13.599999999999998,8.4,41.3,788.0,72.5,21.1,6.5,0.0,20.7,80.0,4.0,9.0,4.0,5,8,0,13
237,36005035100,3296.0,71913.0,9276.0,30925.0,5648.0,17.099999999999998,19.9,47.100000000000016,15.0,25.899999999999995,4.200000000000001,7.799999999999998,7.5,45.2,1521.0,82.29999999999998,12.599999999999996,5.1000000000000005,0.0,14.099999999999996,140.0,12.0,11.0,2.0,6,11,2,19
238,36005035600,2367.0,60694.0,13445.0,22697.0,1821.0,5.6000000000000005,10.3,38.3,27.199999999999992,18.5,5.6000000000000005,10.400000000000002,1.9,45.3,1019.0,73.20000000000002,24.6,2.2,0.0,12.5,140.0,5.0,12.0,1.0,9,27,1,37
239,36005035800,7558.0,64957.0,11334.0,26445.0,2692.0,6.099999999999999,8.400000000000002,36.3,32.5,18.6,5.1000000000000005,7.5,3.399999999999999,41.8,3568.0,70.39999999999998,23.699999999999992,5.900000000000001,0.0,18.2,200.0,13.0,20.0,6.0,20,25,13,58
240,36005035900,1960.0,22250.0,7615.0,13681.0,2185.0,44.399999999999984,56.2,14.699999999999996,36.8,22.6,10.3,15.599999999999996,8.200000000000001,45.0,699.0,77.5,16.0,6.4,0.0,23.1,60.0,7.0,25.0,4.0,8,14,6,28
241,36005036000,3063.0,65938.0,11508.0,24622.0,2315.0,7.899999999999999,7.899999999999999,33.9,16.8,29.9,8.6,10.7,0.0,40.6,1367.0,73.10000000000002,20.5,6.1000000000000005,0.4,15.3,60.0,0.0,11.0,2.0,3,9,5,17
242,36005036100,6099.0,18799.0,2972.0,10377.0,1689.0,44.600000000000016,53.399999999999984,16.599999999999998,48.3,23.300000000000008,2.899999999999999,8.900000000000004,2.8000000000000003,43.100000000000016,1697.0,72.0,25.800000000000008,2.2,0.0,36.2,60.0,3.0,20.0,5.0,25,51,17,93
243,36005036300,7977.0,18499.0,2436.0,10867.0,1889.0,48.70000000000001,63.20000000000002,13.900000000000004,42.5,27.5,0.0,16.099999999999998,0.0,43.8,2521.0,83.10000000000002,9.599999999999998,7.299999999999998,0.0,27.199999999999992,60.0,7.0,32.0,1.0,37,70,12,119
244,36005036400,2389.0,55833.0,18167.0,26532.0,3343.0,5.5,3.399999999999999,30.300000000000008,33.60000000000001,20.300000000000004,7.599999999999999,8.200000000000001,2.8000000000000003,48.899999999999984,1204.0,78.70000000000002,17.400000000000002,3.899999999999999,0.0,11.7,60.0,10.0,4.0,1.0,14,13,3,30
245,36005036501,3904.0,21122.0,3452.0,11194.0,1599.0,45.899999999999984,57.2,23.699999999999992,39.3,27.4,4.700000000000001,4.799999999999999,3.0,45.2,1158.0,82.20000000000002,16.400000000000002,1.4,0.0,30.300000000000008,40.0,8.0,20.0,0.0,12,35,3,50
246,36005036502,2002.0,19740.0,5555.0,11010.0,2121.0,46.3,62.5,17.5,56.2,11.599999999999998,3.3999999999999995,11.3,0.0,41.0,639.0,76.8,16.599999999999998,5.9,0.6,24.800000000000004,20.0,4.0,9.0,1.0,12,25,3,40
247,36005036700,2709.0,23720.0,3549.0,12534.0,4489.0,49.8,60.0,13.800000000000002,37.89999999999999,27.899999999999995,5.1000000000000005,15.400000000000004,2.3999999999999995,40.3,908.0,72.79999999999998,18.800000000000004,7.5,0.9000000000000002,15.400000000000004,20.0,4.0,8.0,0.0,18,20,8,46
248,36005036800,2186.0,43889.0,15443.0,16971.0,2148.0,19.2,32.7,16.800000000000004,51.8,12.8,5.700000000000002,12.900000000000004,0.5999999999999999,46.2,875.0,86.20000000000003,10.3,3.5,0.0,22.6,40.0,3.0,2.0,0.0,9,28,4,41
249,36005036901,2276.0,14821.0,6413.0,9397.0,1492.0,53.29999999999999,70.60000000000002,15.300000000000004,38.8,38.3,3.2000000000000006,4.5,6.5,47.70000000000001,627.0,85.29999999999998,6.900000000000001,7.799999999999998,0.0,20.7,40.0,6.0,20.0,0.0,13,39,5,57
250,36005036902,2236.0,25100.0,7272.0,12841.0,3319.0,45.3,64.5,24.1,42.8,19.7,1.6999999999999995,11.7,2.0,52.399999999999984,725.0,78.5,16.300000000000004,5.200000000000001,0.0,18.6,,,,,12,26,7,45
251,36005037000,2463.0,51515.0,8033.0,21737.0,3043.0,12.7,14.7,23.7,34.300000000000004,26.800000000000004,5.700000000000001,9.4,0.0,43.8,1118.0,77.5,15.3,7.200000000000001,0.0,10.1,20.0,1.0,0.0,0.0,2,11,2,15
252,36005037100,3908.0,19293.0,6501.0,15749.0,1959.0,36.0,24.6,15.699999999999998,36.39999999999999,23.6,10.5,13.800000000000002,9.5,42.3,1404.0,76.0,11.2,12.8,0.0,16.099999999999998,60.0,4.0,29.0,0.0,33,51,14,98
253,36005037200,2052.0,46250.0,6706.0,21996.0,3245.0,19.0,41.8,28.7,30.9,26.6,3.8,10.1,0.0,46.39999999999999,930.0,74.89999999999998,22.6,2.5,0.0,17.3,40.0,4.0,3.0,2.0,11,12,5,28
254,36005037300,5463.0,29033.0,3052.0,13102.0,1510.0,37.3,53.100000000000016,21.4,39.8,20.7,4.4,13.599999999999996,4.0,45.0,1893.0,76.70000000000002,18.300000000000004,5.0,0.0,13.599999999999996,60.0,12.0,27.0,0.0,24,67,10,101
255,36005037400,3713.0,25974.0,5913.0,14484.0,2641.0,39.399999999999984,58.5,16.300000000000004,34.300000000000004,36.7,3.399999999999999,9.3,3.600000000000001,43.7,1176.0,81.39999999999998,14.5,4.200000000000001,0.0,18.6,40.0,5.0,6.0,4.0,20,43,12,75
256,36005037504,3690.0,15707.0,4211.0,10646.0,1838.0,51.70000000000001,61.5,19.0,41.100000000000016,18.1,7.5,14.300000000000002,5.0,42.100000000000016,965.0,72.39999999999998,15.900000000000004,11.7,0.0,19.2,80.0,35.0,42.0,0.0,34,55,10,99
257,36005037600,2440.0,50139.0,9746.0,20596.0,2642.0,11.0,11.400000000000002,29.300000000000004,27.2,23.7,11.7,8.200000000000001,2.5,51.89999999999999,957.0,76.60000000000002,21.6,1.8000000000000005,0.0,24.6,40.0,4.0,7.0,3.0,1,8,5,14
258,36005037800,3233.0,35625.0,7199.0,16709.0,3404.0,25.1,39.5,16.5,40.7,29.4,3.399999999999999,10.0,2.0,40.39999999999999,1278.0,77.20000000000002,16.900000000000002,5.9,0.0,19.5,40.0,2.0,10.0,3.0,15,10,6,31
259,36005037900,5287.0,27841.0,7643.0,16171.0,9584.0,43.100000000000016,49.7,16.5,42.399999999999984,29.5,6.299999999999998,5.4,1.3000000000000005,46.3,1726.0,84.5,12.400000000000004,3.100000000000001,0.0,16.900000000000002,60.0,17.0,27.0,3.0,33,52,18,103
260,36005038000,4755.0,33506.0,9246.0,19144.0,2795.0,38.8,60.0,34.5,36.2,12.5,6.0,10.8,1.8000000000000005,39.7,1762.0,66.0,29.399999999999995,4.6000000000000005,0.0,19.0,40.0,4.0,9.0,2.0,16,57,22,95
261,36005038100,6534.0,25891.0,6050.0,13172.0,1675.0,34.300000000000004,39.3,11.3,40.7,27.0,7.700000000000002,13.300000000000004,7.200000000000002,45.399999999999984,2647.0,86.89999999999998,8.700000000000001,4.4,0.0,19.5,40.0,9.0,19.0,3.0,37,109,21,167
262,36005038200,2666.0,46953.0,12550.0,21387.0,3070.0,22.2,31.800000000000004,26.7,32.89999999999999,28.6,7.0,4.9,0.7000000000000001,40.3,1105.0,71.89999999999998,26.6,1.5,0.0,20.0,80.0,3.0,5.0,0.0,2,12,2,16
263,36005038301,4356.0,26295.0,5626.0,14491.0,3064.0,39.89999999999999,50.600000000000016,20.2,42.2,17.599999999999994,6.5,13.599999999999996,6.299999999999998,43.5,1746.0,71.79999999999998,12.8,15.400000000000004,0.0,16.199999999999996,20.0,5.0,6.0,2.0,8,29,7,44
264,36005038302,5941.0,22917.0,9607.0,13992.0,2918.0,49.3,65.0,14.599999999999996,38.8,29.699999999999992,3.600000000000001,13.199999999999998,2.899999999999999,52.20000000000001,1789.0,82.29999999999997,11.900000000000004,5.799999999999998,0.0,18.9,40.0,11.0,20.0,1.0,25,69,16,110
265,36005038500,5025.0,20229.0,3506.0,10936.0,2309.0,54.0,61.0,8.599999999999996,42.5,20.5,9.900000000000004,18.5,3.2000000000000006,45.100000000000016,1689.0,84.5,6.900000000000001,8.599999999999996,0.0,17.300000000000008,40.0,26.0,27.0,0.0,40,69,21,130
266,36005038600,7477.0,54904.0,15154.0,23052.0,2960.0,13.300000000000002,15.099999999999996,25.6,36.3,19.800000000000004,7.700000000000002,10.599999999999998,0.2,48.8,3884.0,83.29999999999998,15.900000000000004,0.29999999999999993,0.5999999999999999,13.199999999999998,100.0,8.0,11.0,0.0,29,39,12,80
267,36005038700,3297.0,19362.0,4876.0,12248.0,1916.0,48.7,57.600000000000016,16.699999999999996,32.7,29.0,8.5,13.0,9.3,34.300000000000004,1371.0,81.79999999999998,11.7,6.4,0.0,20.9,60.0,49.0,22.0,0.0,27,36,4,67
268,36005038800,2471.0,51298.0,13976.0,21246.0,2556.0,20.5,35.80000000000001,23.300000000000004,30.399999999999995,29.899999999999995,6.299999999999999,10.2,1.5,42.6,958.0,78.89999999999998,17.7,3.3,0.0,24.5,40.0,0.0,4.0,0.0,8,7,5,20
269,36005038900,5908.0,28240.0,6134.0,10723.0,1424.0,48.0,50.600000000000016,15.599999999999996,29.399999999999995,26.5,14.300000000000002,14.300000000000002,4.4,39.5,2170.0,88.39999999999998,9.2,2.3999999999999995,0.0,14.5,40.0,24.0,13.0,0.0,30,52,5,87
270,36005039000,3191.0,32364.0,11576.0,15992.0,3375.0,37.39999999999999,54.29999999999999,22.199999999999992,40.0,20.2,13.300000000000002,4.200000000000001,0.0,44.2,1251.0,77.89999999999998,10.8,11.400000000000004,0.0,26.5,60.0,8.0,9.0,3.0,16,23,9,48
271,36005039100,6808.0,30661.0,3590.0,13881.0,2644.0,41.39999999999999,44.600000000000016,25.1,35.30000000000001,18.9,13.0,7.700000000000002,2.899999999999999,40.8,2532.0,85.20000000000002,9.8,5.1000000000000005,0.0,8.700000000000001,60.0,40.0,23.0,0.0,30,56,17,103
272,36005039200,1750.0,39457.0,7749.0,15212.0,2406.0,28.300000000000004,42.6,26.300000000000004,39.5,22.1,3.6000000000000005,8.5,3.1000000000000005,53.89999999999999,719.0,78.3,10.3,11.400000000000002,0.0,17.0,40.0,6.0,4.0,2.0,6,15,0,21
273,36005039300,8433.0,20891.0,2757.0,12999.0,2804.0,43.3,60.100000000000016,12.2,38.600000000000016,27.399999999999995,10.0,11.8,8.400000000000004,43.2,2781.0,81.29999999999997,8.799999999999997,9.900000000000004,0.0,17.400000000000002,20.0,3.0,8.0,0.0,27,66,11,104
274,36005039400,4961.0,33708.0,9358.0,15383.0,2206.0,31.699999999999992,48.5,17.699999999999996,34.89999999999999,25.4,11.5,10.599999999999998,3.100000000000001,49.0,1952.0,88.29999999999997,10.0,1.6999999999999995,0.0,16.699999999999996,40.0,2.0,4.0,4.0,19,45,7,71
275,36005039500,3980.0,25702.0,6267.0,15630.0,2194.0,34.7,42.3,27.399999999999995,38.2,15.699999999999996,3.2999999999999994,15.400000000000004,5.5,45.399999999999984,1450.0,79.29999999999997,16.0,4.700000000000002,0.0,12.7,140.0,35.0,65.0,0.0,28,60,15,103
276,36005039600,4287.0,35221.0,7519.0,17035.0,2445.0,27.800000000000008,40.89999999999999,20.1,38.60000000000001,24.800000000000008,6.599999999999999,9.8,3.2,42.10000000000001,1595.0,81.39999999999998,15.900000000000004,2.6000000000000005,0.0,18.7,80.0,7.0,6.0,5.0,13,28,6,47
277,36005039700,4106.0,21228.0,3785.0,7124.0,1881.0,51.0,63.399999999999984,24.1,23.199999999999992,36.8,3.600000000000001,12.400000000000004,10.099999999999996,29.10000000000001,1380.0,83.10000000000002,11.0,5.1000000000000005,0.7000000000000001,9.2,200.0,51.0,120.0,0.0,20,52,5,77
278,36005039800,2769.0,70552.0,22081.0,24825.0,3003.0,15.0,22.7,29.1,37.7,17.5,5.3,10.3,2.1,41.3,1404.0,76.2,19.7,4.1000000000000005,0.0,16.099999999999998,40.0,0.0,1.0,0.0,3,19,3,25
279,36005039901,5168.0,22747.0,4157.0,12105.0,2208.0,47.399999999999984,54.5,13.599999999999996,37.5,28.199999999999992,4.1000000000000005,16.599999999999998,6.200000000000002,45.5,1563.0,84.29999999999997,11.099999999999996,4.6000000000000005,0.0,18.1,40.0,5.0,21.0,5.0,37,98,14,149
280,36005039902,5156.0,24799.0,12346.0,18561.0,9196.0,42.3,49.600000000000016,11.7,46.399999999999984,25.4,4.0,12.5,3.100000000000001,41.399999999999984,1820.0,83.79999999999997,9.0,7.200000000000002,0.0,18.4,20.0,4.0,12.0,1.0,28,69,16,113
281,36005040100,5088.0,33487.0,12414.0,15653.0,2714.0,42.3,53.20000000000001,12.0,43.2,23.300000000000008,10.900000000000004,10.599999999999996,5.700000000000002,44.5,1770.0,85.89999999999998,8.599999999999998,5.5,0.0,22.300000000000008,40.0,5.0,17.0,6.0,33,80,8,121
282,36005040302,4151.0,25724.0,3634.0,16048.0,4033.0,35.30000000000001,51.29999999999999,17.5,41.8,21.2,6.5,13.099999999999996,5.700000000000002,41.7,1891.0,89.0,5.9,5.1000000000000005,0.0,13.300000000000002,40.0,6.0,8.0,4.0,10,18,6,34
283,36005040303,4726.0,40731.0,3304.0,15776.0,2147.0,34.89999999999999,34.10000000000001,20.7,36.5,28.1,3.7,11.099999999999996,2.8000000000000003,46.8,2027.0,88.20000000000003,7.700000000000002,4.1000000000000005,0.0,13.7,20.0,2.0,5.0,2.0,14,22,13,49
284,36005040304,4229.0,34643.0,6704.0,13270.0,2606.0,34.39999999999999,50.7,9.2,41.899999999999984,25.1,14.800000000000004,9.0,5.4,40.600000000000016,1758.0,75.89999999999998,13.599999999999996,10.5,0.0,17.5,,,,,34,53,4,91
285,36005040400,2818.0,36691.0,13817.0,20266.0,3521.0,13.800000000000002,9.599999999999998,24.5,35.60000000000001,24.600000000000005,4.9,10.3,3.8,41.60000000000001,1201.0,89.79999999999997,7.599999999999999,2.6000000000000005,0.0,15.699999999999998,80.0,4.0,4.0,0.0,13,28,8,49
286,36005040501,4416.0,34009.0,7616.0,14820.0,2168.0,26.6,42.2,12.5,43.899999999999984,20.2,11.5,11.8,3.0,40.5,1883.0,82.5,9.099999999999998,8.400000000000002,0.0,12.900000000000004,20.0,3.0,6.0,1.0,28,33,5,66
287,36005040502,5937.0,23583.0,3756.0,15803.0,3070.0,37.2,48.5,21.800000000000008,40.39999999999999,19.6,9.900000000000002,8.299999999999999,1.9,37.5,2280.0,89.39999999999998,8.299999999999999,2.3000000000000003,0.0,20.9,40.0,8.0,15.0,1.0,27,40,8,75
288,36005040600,3635.0,44773.0,20698.0,20201.0,3867.0,26.699999999999992,45.2,21.800000000000008,34.60000000000001,31.199999999999992,4.299999999999999,8.099999999999998,2.899999999999999,47.3,1837.0,89.89999999999998,6.5,3.600000000000001,0.0,7.099999999999999,80.0,2.0,6.0,7.0,20,47,7,74
289,36005040701,3193.0,30354.0,11110.0,14151.0,2102.0,36.5,46.7,10.599999999999998,42.39999999999999,25.800000000000008,4.6000000000000005,16.599999999999998,1.1999999999999995,44.600000000000016,1316.0,84.5,8.900000000000002,6.599999999999999,0.0,9.8,20.0,2.0,0.0,2.0,16,30,3,49
290,36005040702,7800.0,29978.0,6669.0,13798.0,1821.0,30.699999999999992,44.600000000000016,20.5,27.199999999999992,30.899999999999995,9.599999999999998,11.800000000000002,0.9000000000000002,41.10000000000001,2794.0,84.20000000000002,10.8,4.4,0.5999999999999999,18.9,40.0,7.0,4.0,3.0,22,33,12,67
291,36005040800,4557.0,32244.0,9064.0,15412.0,1949.0,26.0,30.899999999999995,12.8,38.2,28.899999999999995,7.700000000000002,12.400000000000004,9.599999999999998,49.8,1937.0,89.89999999999998,7.900000000000001,2.2,0.0,16.699999999999996,40.0,0.0,3.0,3.0,17,43,8,68
292,36005040900,3048.0,46278.0,5017.0,29658.0,9114.0,17.099999999999998,22.699999999999992,31.600000000000005,38.7,19.7,2.8000000000000003,7.200000000000002,0.0,47.399999999999984,1386.0,71.79999999999998,25.899999999999995,2.3000000000000003,0.0,13.800000000000002,380.0,18.0,96.0,14.0,26,43,9,78
293,36005041100,2907.0,41047.0,16778.0,19363.0,2918.0,21.4,28.300000000000008,29.9,42.8,18.300000000000004,1.1,7.9,0.0,37.60000000000001,1319.0,84.79999999999998,10.5,4.299999999999999,0.5,14.099999999999996,40.0,4.0,6.0,4.0,11,19,9,39
294,36005041300,7561.0,38796.0,6755.0,21825.0,3173.0,21.9,32.0,23.800000000000008,30.5,30.10000000000001,6.900000000000001,8.700000000000001,1.8000000000000005,40.8,3543.0,76.89999999999998,17.0,6.200000000000002,0.0,13.800000000000002,40.0,4.0,5.0,4.0,17,29,5,51
295,36005041400,4714.0,53750.0,11121.0,23766.0,2902.0,12.8,23.9,32.60000000000001,25.199999999999992,21.5,8.700000000000001,11.900000000000004,1.1999999999999995,43.0,2104.0,72.10000000000002,22.6,5.299999999999998,0.0,19.2,160.0,13.0,5.0,8.0,31,56,10,97
296,36005041500,5874.0,42207.0,12015.0,19496.0,2325.0,21.4,24.5,23.0,25.800000000000008,29.600000000000005,8.299999999999999,13.199999999999998,1.3000000000000005,42.3,2805.0,81.29999999999998,14.300000000000002,4.4,0.0,13.300000000000002,40.0,5.0,6.0,1.0,17,19,3,39
297,36005041800,4276.0,37829.0,9653.0,17019.0,3936.0,35.5,51.79999999999999,27.600000000000005,35.60000000000001,24.199999999999992,8.5,4.200000000000001,6.400000000000001,43.3,1817.0,79.89999999999998,18.4,0.0,1.6999999999999995,13.300000000000002,80.0,11.0,3.0,4.0,12,32,12,56
298,36005041900,6951.0,45127.0,11361.0,20746.0,4351.0,20.6,24.800000000000008,23.4,23.1,32.39999999999999,10.8,10.3,0.5,48.8,2942.0,79.29999999999997,17.900000000000006,2.899999999999999,0.0,11.599999999999996,80.0,9.0,20.0,4.0,32,54,10,96
299,36005042000,3516.0,28125.0,17234.0,16440.0,1948.0,25.199999999999992,28.0,19.1,29.600000000000005,25.300000000000008,12.599999999999996,13.400000000000004,0.5999999999999999,47.2,1310.0,83.39999999999998,12.400000000000004,4.1000000000000005,0.0,10.5,40.0,1.0,4.0,3.0,29,49,8,86
300,36005042100,5654.0,36768.0,8852.0,18390.0,2506.0,30.10000000000001,42.5,35.7,31.699999999999992,21.4,1.8000000000000005,9.400000000000002,3.600000000000001,36.10000000000001,2396.0,92.5,6.299999999999998,1.1999999999999995,0.0,11.3,100.0,7.0,19.0,4.0,19,45,14,78
301,36005042200,3563.0,51701.0,4007.0,19618.0,3603.0,11.7,12.2,31.800000000000004,29.2,26.4,4.4,8.200000000000001,0.0,46.5,1426.0,79.39999999999998,18.1,2.5,0.0,13.7,40.0,4.0,3.0,2.0,6,12,7,25
302,36005042300,4485.0,31786.0,7727.0,17142.0,2490.0,36.5,53.399999999999984,22.4,36.60000000000001,24.100000000000005,6.1000000000000005,10.900000000000004,3.5,42.60000000000001,1712.0,76.29999999999998,17.0,6.700000000000002,0.0,18.5,40.0,3.0,10.0,2.0,37,31,3,71
303,36005042400,2686.0,57716.0,17466.0,20825.0,3437.0,14.300000000000004,16.5,28.199999999999992,28.0,23.399999999999995,13.5,6.900000000000001,3.2,56.399999999999984,1118.0,80.10000000000002,16.699999999999992,2.399999999999999,0.7000000000000001,10.099999999999996,60.0,6.0,1.0,0.0,39,69,13,121
